Symbol,Strategy,Direction,Exit,Entry Date,Exit Date,Days Held,Entry $,Exit $,PnL $,PnL %
AAPL,NAKED_LONG,BEARISH,TIME,2019-04-22,2019-04-29,7,3755.76,3755.47,-0.3,-0.0
SHOP,NAKED_LONG,BULLISH,TIME,2019-04-24,2019-04-29,5,3909.06,3965.0,55.94,1.3
SOXL,NAKED_LONG,BULLISH,TIME,2019-04-29,2019-05-06,7,3918.45,3830.01,-88.44,-2.1
MU,NAKED_LONG,BULLISH,TIME,2019-04-29,2019-05-06,7,3507.14,3452.91,-54.23,-1.3
TQQQ,NAKED_LONG,BEARISH,TIME,2019-04-29,2019-05-06,7,4064.12,4226.93,162.81,3.9
GOOGL,NAKED_LONG,BEARISH,TIME,2019-04-29,2019-05-06,7,3698.17,3992.65,294.47,7.1
AMZN,NAKED_LONG,BULLISH,TIME,2019-04-30,2019-05-06,6,3976.58,4054.35,77.77,1.9
SHOP,NAKED_LONG,BEARISH,TIME,2019-05-06,2019-05-13,7,4158.93,4198.36,39.44,0.9
QCOM,DIAGONAL,BEARISH,TIME,2019-04-29,2019-05-14,15,2929.65,2707.62,-222.04,-5.3
NVDA,DIAGONAL,BULLISH,TIME,2019-05-06,2019-05-21,15,4134.47,3699.54,-434.94,-10.4
AMD,DIAGONAL,BULLISH,TIME,2019-05-06,2019-05-21,15,3914.65,4010.18,95.53,2.3
GOOGL,DIAGONAL,BEARISH,TIME,2019-05-06,2019-05-21,15,2842.85,2687.0,-155.85,-3.7
TQQQ,DIAGONAL,BULLISH,TIME,2019-05-07,2019-05-22,15,4047.62,4242.11,194.49,4.7
CIEN,DIAGONAL,BULLISH,TIME,2019-05-14,2019-05-29,15,3843.78,3864.93,21.14,0.5
GDX,DIAGONAL,BULLISH,TIME,2019-05-15,2019-05-30,15,4114.19,3977.01,-137.18,-3.3
AMZN,DIAGONAL,BULLISH,TIME,2019-05-21,2019-06-05,15,4058.69,3767.65,-291.04,-7.0
ZS,DIAGONAL,BULLISH,TIME,2019-05-21,2019-06-05,15,2122.35,2060.95,-61.41,-1.5
AVGO,DIAGONAL,BULLISH,TIME,2019-05-21,2019-06-05,15,3681.01,3607.49,-73.52,-1.8
ZS,DIAGONAL,BULLISH,TIME,2019-05-22,2019-06-06,15,2114.95,2054.68,-60.26,-1.4
TQQQ,NAKED_LONG,BEARISH,TIME,2019-06-05,2019-06-10,5,4056.39,4739.78,683.39,16.4
TQQQ,DIAGONAL,BULLISH,TIME,2019-05-29,2019-06-13,15,4099.61,4407.92,308.32,7.4
AMZN,DIAGONAL,BULLISH,TIME,2019-05-30,2019-06-14,15,3952.55,4063.68,111.12,2.7
GOOGL,DIAGONAL,BULLISH,TIME,2019-06-05,2019-06-20,15,3558.16,3573.0,14.84,0.4
IWM,DIAGONAL,BULLISH,TIME,2019-06-06,2019-06-21,15,2919.51,2916.92,-2.59,-0.1
TQQQ,DIAGONAL,BEARISH,TIME,2019-06-06,2019-06-21,15,3994.34,3776.24,-218.1,-5.2
CIEN,DIAGONAL,BULLISH,TIME,2019-06-10,2019-06-25,15,3062.37,2803.49,-258.89,-6.2
MRVL,NAKED_LONG,BULLISH,TIME,2019-06-20,2019-06-25,5,3664.48,3484.59,-179.89,-4.3
ZS,NAKED_LONG,BULLISH,TIME,2019-06-21,2019-06-26,5,3971.08,3764.84,-206.23,-4.9
MSFT,NAKED_LONG,BEARISH,TIME,2019-06-21,2019-06-26,5,2640.42,2648.7,8.28,0.2
AMD,DIAGONAL,BULLISH,TIME,2019-06-13,2019-06-28,15,3563.25,3124.34,-438.91,-10.5
AAPL,DIAGONAL,BULLISH,TIME,2019-06-14,2019-07-01,17,4080.32,4033.08,-47.24,-1.1
ZS,NAKED_LONG,BULLISH,TIME,2019-07-01,2019-07-08,7,3721.67,3804.42,82.75,2.0
TQQQ,DIAGONAL,BULLISH,TIME,2019-06-25,2019-07-10,15,4030.33,3663.38,-366.94,-8.8
GOOGL,DIAGONAL,BULLISH,TIME,2019-06-26,2019-07-11,15,3606.4,3517.28,-89.12,-2.1
MU,DIAGONAL,BEARISH,TIME,2019-06-26,2019-07-11,15,3535.1,3541.65,6.56,0.2
CIEN,DIAGONAL,BULLISH,TIME,2019-06-27,2019-07-12,15,2885.26,1866.6,-1018.66,-24.4
CIEN,CREDIT_SPREAD,BULLISH,TIME,2019-06-28,2019-07-15,17,2020.3,673.41,1346.89,32.3
TQQQ,NAKED_LONG,BULLISH,TIME,2019-07-08,2019-07-15,7,4102.31,4280.9,178.58,4.3
QCOM,NAKED_LONG,BULLISH,TIME,2019-07-10,2019-07-15,5,4146.21,4144.1,-2.12,-0.1
QCOM,NAKED_LONG,BULLISH,TIME,2019-07-11,2019-07-16,5,4076.71,4157.34,80.62,1.9
NOW,NAKED_LONG,BULLISH,TIME,2019-07-15,2019-07-22,7,3827.14,3727.58,-99.56,-2.4
TQQQ,NAKED_LONG,BEARISH,TIME,2019-07-15,2019-07-22,7,4162.55,4034.2,-128.35,-3.1
SOXL,NAKED_LONG,BEARISH,TIME,2019-07-15,2019-07-22,7,3876.37,3785.71,-90.67,-2.2
AAPL,NAKED_LONG,BEARISH,TIME,2019-07-15,2019-07-22,7,3881.02,3950.12,69.11,1.7
NVDA,NAKED_LONG,BULLISH,TIME,2019-07-16,2019-07-22,6,4138.29,4092.81,-45.48,-1.1
SHOP,DIAGONAL,BULLISH,TIME,2019-07-11,2019-07-26,15,3373.62,2881.05,-492.57,-11.8
MRVL,NAKED_LONG,BULLISH,TIME,2019-07-22,2019-07-29,7,3705.26,3904.38,199.12,4.8
IWM,NAKED_LONG,BULLISH,TIME,2019-07-22,2019-07-29,7,2914.51,2957.55,43.04,1.0
CIEN,NAKED_LONG,BULLISH,TIME,2019-07-22,2019-07-29,7,3641.37,3864.75,223.39,5.4
MSFT,NAKED_LONG,BEARISH,TIME,2019-07-22,2019-07-29,7,2537.29,2546.24,8.95,0.2
AVGO,NAKED_LONG,BEARISH,TIME,2019-07-22,2019-07-29,7,3890.8,3910.35,19.54,0.5
SOXL,NAKED_LONG,BULLISH,TIME,2019-07-26,2019-07-31,5,3828.76,3580.47,-248.3,-6.0
AMZN,NAKED_LONG,BULLISH,TIME,2019-07-29,2019-08-05,7,3958.67,3679.79,-278.88,-6.7
META,NAKED_LONG,BULLISH,TIME,2019-07-29,2019-08-05,7,4061.71,3840.83,-220.88,-5.3
MU,NAKED_LONG,BULLISH,TIME,2019-07-29,2019-08-05,7,4070.61,3947.93,-122.68,-2.9
AVGO,NAKED_LONG,BEARISH,TIME,2019-07-29,2019-08-05,7,3929.64,3421.18,-508.46,-12.2
CIEN,NAKED_LONG,BEARISH,TIME,2019-07-29,2019-08-05,7,3743.74,3557.9,-185.85,-4.5
TQQQ,DIAGONAL,BULLISH,TIME,2019-07-31,2019-08-15,15,4017.98,4439.85,421.88,10.1
TQQQ,DIAGONAL,BULLISH,TIME,2019-08-05,2019-08-20,15,4116.95,5097.73,980.78,23.5
SOXL,DIAGONAL,BULLISH,TIME,2019-08-05,2019-08-20,15,3883.78,4767.68,883.89,21.2
NVDA,DIAGONAL,BULLISH,TIME,2019-08-05,2019-08-20,15,4083.63,4927.67,844.04,20.3
GDX,DIAGONAL,BEARISH,TIME,2019-08-05,2019-08-20,15,4022.63,3703.82,-318.81,-7.7
AVGO,NAKED_LONG,BEARISH,TIME,2019-08-20,2019-08-26,6,3723.12,3945.25,222.13,5.3
QCOM,NAKED_LONG,BEARISH,TIME,2019-08-20,2019-08-26,6,2951.74,2928.56,-23.18,-0.6
TQQQ,DIAGONAL,BULLISH,TIME,2019-08-15,2019-08-30,15,4006.82,4401.34,394.52,9.5
NOW,DIAGONAL,BULLISH,TIME,2019-08-20,2019-09-04,15,3516.78,3501.26,-15.53,-0.4
ZS,DIAGONAL,BULLISH,TIME,2019-08-20,2019-09-04,15,4048.24,3676.7,-371.54,-8.9
AAPL,DIAGONAL,BEARISH,TIME,2019-08-20,2019-09-04,15,3734.08,3353.77,-380.31,-9.1
QCOM,DIAGONAL,BULLISH,TIME,2019-08-26,2019-09-10,15,2968.98,3046.44,77.46,1.9
MRVL,DIAGONAL,BULLISH,TIME,2019-08-26,2019-09-10,15,3932.16,3867.93,-64.22,-1.5
SHOP,DIAGONAL,BULLISH,TIME,2019-08-30,2019-09-16,17,3871.68,3421.32,-450.36,-10.8
TSLA,DIAGONAL,BULLISH,TIME,2019-09-04,2019-09-19,15,4012.81,4058.25,45.44,1.1
CRM,DIAGONAL,BULLISH,TIME,2019-09-04,2019-09-19,15,3307.08,3192.25,-114.82,-2.8
WDAY,DIAGONAL,BULLISH,TIME,2019-09-04,2019-09-19,15,4098.61,3805.52,-293.08,-7.0
NVDA,NAKED_LONG,BULLISH,TIME,2019-09-19,2019-09-24,5,4141.43,3888.06,-253.37,-6.1
AMD,NAKED_LONG,BULLISH,TIME,2019-09-19,2019-09-24,5,3510.8,3183.78,-327.02,-7.8
TQQQ,CREDIT_SPREAD,BULLISH,TIME,2019-09-10,2019-09-25,15,1909.56,1191.81,717.74,17.2
MSFT,DIAGONAL,BULLISH,TIME,2019-09-10,2019-09-25,15,2805.88,2721.13,-84.75,-2.0
TQQQ,DIAGONAL,BULLISH,TIME,2019-09-16,2019-10-01,15,4018.84,3219.88,-798.96,-19.2
MU,DIAGONAL,BULLISH,TIME,2019-09-19,2019-10-04,15,3375.4,3271.41,-103.99,-2.5
MSFT,DIAGONAL,BULLISH,TIME,2019-09-24,2019-10-09,15,2709.69,2708.71,-0.98,-0.0
GDX,DIAGONAL,BEARISH,TIME,2019-09-24,2019-10-09,15,4158.12,3505.13,-652.99,-15.7
TQQQ,NAKED_LONG,BEARISH,TIME,2019-10-04,2019-10-09,5,4054.22,4061.71,7.5,0.2
AVGO,DIAGONAL,BULLISH,TIME,2019-09-25,2019-10-10,15,3665.78,3454.1,-211.68,-5.1
ZS,CREDIT_SPREAD,BULLISH,TIME,2019-09-25,2019-10-10,15,2005.6,1282.65,722.96,17.4
TSLA,NAKED_LONG,BEARISH,TIME,2019-10-09,2019-10-14,5,3751.64,3992.13,240.49,5.8
TQQQ,NAKED_LONG,BEARISH,TIME,2019-10-10,2019-10-15,5,4010.03,4458.01,447.98,10.8
SOXL,NAKED_LONG,BEARISH,TIME,2019-10-10,2019-10-15,5,3953.61,4749.03,795.42,19.1
GOOGL,DIAGONAL,BULLISH,TIME,2019-10-01,2019-10-16,15,3752.67,3846.68,94.01,2.3
AAPL,NAKED_LONG,BULLISH,TIME,2019-10-15,2019-10-21,6,3580.05,3636.55,56.5,1.4
TQQQ,NAKED_LONG,BEARISH,TIME,2019-10-15,2019-10-21,6,4059.66,4042.88,-16.78,-0.4
AAPL,NAKED_LONG,BULLISH,TIME,2019-10-16,2019-10-21,5,3565.89,3637.95,72.06,1.7
COHR,DIAGONAL,BULLISH,TIME,2019-10-09,2019-10-24,15,3717.4,3585.32,-132.08,-3.2
GDX,DIAGONAL,BULLISH,TIME,2019-10-10,2019-10-25,15,3585.76,3371.97,-213.79,-5.1
TSLA,NAKED_LONG,BULLISH,PROFIT,2019-10-21,2019-10-25,4,3782.28,5873.93,2091.65,50.2
GOOGL,NAKED_LONG,BULLISH,TIME,2019-10-21,2019-10-28,7,3870.61,3981.48,110.87,2.7
GDX,CREDIT_SPREAD,BULLISH,TIME,2019-10-14,2019-10-29,15,1419.76,924.06,495.71,11.9
CIEN,NAKED_LONG,BULLISH,TIME,2019-10-24,2019-10-29,5,4166.42,3817.77,-348.65,-8.4
TQQQ,NAKED_LONG,BEARISH,TIME,2019-10-25,2019-10-30,5,4035.26,3866.22,-169.03,-4.1
SOXL,NAKED_LONG,BEARISH,TIME,2019-10-25,2019-10-30,5,4116.68,4119.22,2.54,0.1
TQQQ,NAKED_LONG,BEARISH,TIME,2019-10-28,2019-11-04,7,3949.48,3725.13,-224.35,-5.4
AAPL,NAKED_LONG,BULLISH,TIME,2019-10-30,2019-11-04,5,3658.59,3877.58,218.99,5.3
NOW,CREDIT_SPREAD,BULLISH,TIME,2019-10-21,2019-11-05,15,1614.65,1422.82,191.83,4.6
ADBE,NAKED_LONG,BULLISH,TIME,2019-11-04,2019-11-11,7,5877.83,6223.73,345.9,5.9
TSLA,CREDIT_SPREAD,BULLISH,TIME,2019-10-29,2019-11-13,15,1910.03,1755.48,154.55,3.7
WDAY,CREDIT_SPREAD,BULLISH,TIME,2019-10-29,2019-11-13,15,1626.34,798.36,827.98,19.9
GDX,DIAGONAL,BEARISH,TIME,2019-10-30,2019-11-14,15,4135.42,3632.82,-502.6,-12.1
AMZN,NAKED_LONG,BULLISH,TIME,2019-11-11,2019-11-18,7,3660.07,3606.56,-53.5,-1.3
GOOGL,NAKED_LONG,BULLISH,TIME,2019-11-13,2019-11-18,5,3983.8,4061.59,77.79,1.9
QCOM,NAKED_LONG,BULLISH,TIME,2019-11-13,2019-11-18,5,3670.13,3629.76,-40.37,-1.0
GDX,CREDIT_SPREAD,BULLISH,TIME,2019-11-04,2019-11-19,15,1365.58,733.21,632.37,15.2
TQQQ,NAKED_LONG,BULLISH,TIME,2019-11-14,2019-11-19,5,4034.28,3996.06,-38.22,-0.9
SHOP,CREDIT_SPREAD,BULLISH,TIME,2019-11-05,2019-11-20,15,1832.0,1459.8,372.2,8.9
TQQQ,NAKED_LONG,BEARISH,TIME,2019-11-18,2019-11-25,7,4122.66,4103.32,-19.34,-0.5
AAPL,NAKED_LONG,BEARISH,TIME,2019-11-18,2019-11-25,7,3795.17,3816.13,20.96,0.5
SOXL,NAKED_LONG,BULLISH,TIME,2019-11-19,2019-11-25,6,4008.77,3765.24,-243.53,-5.8
GOOGL,NAKED_LONG,BULLISH,TIME,2019-11-19,2019-11-25,6,4045.45,4011.57,-33.88,-0.8
SOXL,NAKED_LONG,BULLISH,TIME,2019-11-20,2019-11-25,5,4138.71,4146.94,8.23,0.2
GDX,NAKED_LONG,BULLISH,TIME,2019-11-25,2019-12-02,7,4101.06,4238.84,137.77,3.3
CRM,NAKED_LONG,BULLISH,TIME,2019-11-25,2019-12-02,7,3295.7,3271.91,-23.78,-0.6
TQQQ,NAKED_LONG,BEARISH,TIME,2019-11-25,2019-12-02,7,4112.54,4074.32,-38.21,-0.9
NVDA,NAKED_LONG,BEARISH,TIME,2019-11-25,2019-12-02,7,4164.82,4038.22,-126.6,-3.0
MSFT,NAKED_LONG,BEARISH,TIME,2019-11-25,2019-12-02,7,2741.71,2714.7,-27.01,-0.6
MRVL,CREDIT_SPREAD,BULLISH,TIME,2019-11-18,2019-12-03,15,1597.64,869.42,728.22,17.5
GDX,NAKED_LONG,BEARISH,TIME,2019-12-02,2019-12-09,7,4131.89,4013.42,-118.48,-2.8
TQQQ,DIAGONAL,BULLISH,TIME,2019-12-02,2019-12-17,15,4080.49,4488.22,407.73,9.8
SOXL,DIAGONAL,BULLISH,TIME,2019-12-02,2019-12-17,15,3928.05,5163.41,1235.36,29.6
NVDA,DIAGONAL,BULLISH,TIME,2019-12-02,2019-12-17,15,4119.49,4193.54,74.05,1.8
TQQQ,DIAGONAL,BULLISH,TIME,2019-12-03,2019-12-18,15,4013.5,4498.81,485.31,11.6
SOXL,DIAGONAL,BULLISH,TIME,2019-12-03,2019-12-18,15,3977.37,5605.09,1627.72,39.1
GDX,NAKED_LONG,BULLISH,TIME,2019-12-17,2019-12-23,6,3689.18,3825.76,136.59,3.3
MSFT,NAKED_LONG,BULLISH,TIME,2019-12-18,2019-12-23,5,3011.16,3068.2,57.04,1.4
GOOGL,NAKED_LONG,BULLISH,TIME,2019-12-18,2019-12-23,5,4145.35,4137.38,-7.98,-0.2
NOW,DIAGONAL,BULLISH,TIME,2019-12-09,2019-12-24,15,3514.23,3572.77,58.54,1.4
GOOGL,NAKED_LONG,BULLISH,TIME,2019-12-23,2019-12-30,7,4140.76,4104.2,-36.56,-0.9
SHOP,NAKED_LONG,BULLISH,TIME,2019-12-23,2019-12-30,7,3722.3,3722.72,0.42,0.0
TQQQ,NAKED_LONG,BEARISH,TIME,2019-12-23,2019-12-30,7,3980.95,3962.73,-18.22,-0.4
NVDA,NAKED_LONG,BULLISH,TIME,2019-12-24,2019-12-30,6,4041.82,3927.75,-114.07,-2.7
TQQQ,NAKED_LONG,BEARISH,TIME,2020-01-02,2020-01-07,5,5698.59,5774.26,75.68,1.3
SOXL,NAKED_LONG,BEARISH,TIME,2020-01-02,2020-01-07,5,5368.42,5625.65,257.23,4.4
NVDA,NAKED_LONG,BEARISH,TIME,2020-01-02,2020-01-07,5,5823.04,5871.8,48.75,0.8
TSLA,NAKED_LONG,BEARISH,TIME,2020-01-03,2020-01-08,5,5386.8,6065.59,678.79,11.6
VRT,NAKED_LONG,BEARISH,TIME,2020-01-03,2020-01-08,5,5711.19,5814.54,103.35,1.8
NVDA,NAKED_LONG,BEARISH,TIME,2020-01-07,2020-01-13,6,5758.71,6028.24,269.53,4.6
SOXL,NAKED_LONG,BEARISH,TIME,2020-01-08,2020-01-13,5,5624.51,5333.1,-291.41,-5.0
NVDA,NAKED_LONG,BEARISH,TIME,2020-01-08,2020-01-13,5,5766.52,6029.56,263.04,4.5
NVDA,NAKED_LONG,BEARISH,TIME,2020-01-13,2020-01-21,8,5784.73,5720.64,-64.09,-1.1
AAPL,NAKED_LONG,BEARISH,TIME,2020-01-13,2020-01-21,8,4464.33,4507.79,43.46,0.7
SOXL,NAKED_LONG,BEARISH,TIME,2020-01-14,2020-01-21,7,5838.22,6243.25,405.03,6.9
AMD,DIAGONAL,BULLISH,TIME,2020-01-07,2020-01-22,15,4852.51,4563.89,-288.62,-4.9
AVGO,DIAGONAL,BULLISH,TIME,2020-01-07,2020-01-22,15,5266.32,5063.5,-202.82,-3.5
CIEN,DIAGONAL,BULLISH,TIME,2020-01-07,2020-01-22,15,5066.53,3500.22,-1566.31,-26.8
GOOGL,NAKED_LONG,BEARISH,TIME,2020-01-21,2020-01-27,6,5744.9,5651.21,-93.69,-1.6
SHOP,NAKED_LONG,BEARISH,TIME,2020-01-21,2020-01-27,6,5799.55,5720.61,-78.95,-1.4
IWM,DIAGONAL,BULLISH,TIME,2020-01-21,2020-02-05,15,3200.82,3194.83,-5.99,-0.1
MSFT,DIAGONAL,BULLISH,TIME,2020-01-22,2020-02-06,15,3256.24,3660.46,404.21,6.9
QCOM,DIAGONAL,BULLISH,TIME,2020-01-22,2020-02-06,15,5312.99,5288.2,-24.79,-0.4
TQQQ,DIAGONAL,BULLISH,TIME,2020-01-27,2020-02-11,15,5704.4,7022.73,1318.32,22.5
SOXL,DIAGONAL,BULLISH,TIME,2020-01-27,2020-02-11,15,5815.04,7420.51,1605.47,27.5
TQQQ,NAKED_LONG,BEARISH,TIME,2020-02-11,2020-02-18,7,5761.15,5883.13,121.98,2.1
NVDA,NAKED_LONG,BEARISH,TIME,2020-02-11,2020-02-18,7,5708.67,6715.61,1006.94,17.2
GDX,DIAGONAL,BULLISH,TIME,2020-02-05,2020-02-20,15,5775.86,5838.86,63.0,1.1
SHOP,DIAGONAL,BULLISH,TIME,2020-02-06,2020-02-21,15,5319.75,6104.7,784.95,13.4
ZS,DIAGONAL,BULLISH,TIME,2020-02-06,2020-02-21,15,4547.1,4862.5,315.4,5.4
SOXL,DIAGONAL,BEARISH,TIME,2020-02-11,2020-02-26,15,5766.62,4290.53,-1476.09,-25.2
SOXL,DIAGONAL,BULLISH,TIME,2020-02-18,2020-03-04,15,5581.42,5089.28,-492.14,-8.4
AVGO,DIAGONAL,BULLISH,TIME,2020-02-18,2020-03-04,15,5510.63,5207.47,-303.15,-5.2
META,DIAGONAL,BULLISH,TIME,2020-02-20,2020-03-06,15,4997.46,4183.12,-814.34,-13.9
TQQQ,DIAGONAL,BULLISH,TIME,2020-02-21,2020-03-09,17,5752.94,5057.52,-695.42,-11.9
SOXL,DIAGONAL,BULLISH,TIME,2020-02-21,2020-03-09,17,5528.77,3708.19,-1820.58,-31.1
TSLA,DIAGONAL,BULLISH,TIME,2020-02-26,2020-03-12,15,4296.16,2797.07,-1499.1,-25.6
GDX,DIAGONAL,BEARISH,TIME,2020-03-04,2020-03-19,15,5402.49,7504.93,2102.44,36.0
AMD,DIAGONAL,BEARISH,TIME,2020-03-04,2020-03-19,15,5116.84,5344.25,227.41,3.9
TQQQ,DIAGONAL,BULLISH,TIME,2020-03-06,2020-03-23,17,5534.79,4111.64,-1423.15,-24.3
