ts,nav,spot
2021-08-25,33880.3143,374.8
2021-08-26,33557.2828,372.42
2021-08-27,34248.7884,376.04
2021-08-30,34948.3679,380.26
2021-08-31,34889.8073,379.95
2021-09-01,35023.0487,380.58
2021-09-02,35043.8048,380.4
2021-09-03,35263.7645,381.57
2021-09-07,35374.542,382.11
2021-09-08,35085.9172,380.78
2021-09-09,34860.7864,379.47
2021-09-10,34516.8235,376.59
2021-09-13,34411.8624,376.33
2021-09-14,34302.1119,375.26
2021-09-15,34979.0359,378.05
2021-09-16,35044.3106,378.31
2021-09-17,34209.5727,373.83
2021-09-20,32728.3243,365.7
2021-09-21,33021.2439,366.15
2021-09-22,33353.6875,369.57
2021-09-23,33961.6792,372.98
2021-09-24,34211.8837,373.33
2021-09-27,33772.2635,370.35
2021-09-28,31654.3785,359.87
2021-09-29,31465.7787,359.28
2021-09-30,31330.8958,357.96
2021-10-01,31772.4374,360.18
2021-10-04,30560.8465,352.62
2021-10-05,31254.9723,357.38
2021-10-06,31613.0985,359.67
2021-10-07,32107.8699,362.97
2021-10-08,31862.3658,361.16
2021-10-11,31563.882,358.39
2021-10-12,31346.2707,357.14
2021-10-13,31870.2402,360.0
2021-10-14,33018.943,366.63
2021-10-15,33421.7089,368.94
2021-10-18,34016.1813,372.65
2021-10-19,34553.8196,375.47
2021-10-20,34528.5177,374.98
2021-10-21,34963.5096,377.27
2021-10-22,34448.2014,374.1
2021-10-25,35179.6439,377.93
2021-10-26,35446.6693,379.12
2021-10-27,35515.9868,380.0
2021-10-28,36191.5303,384.22
2021-10-29,36575.3569,386.11
2021-11-01,36966.8276,387.43
2021-11-02,37357.3684,389.05
2021-11-03,38201.7377,393.18
2021-11-04,39302.3093,398.22
2021-11-05,39473.0406,398.6
2021-11-08,39470.4995,398.06
2021-11-09,38989.4144,395.32
2021-11-10,37418.0275,389.51
2021-11-11,37767.4669,390.59
2021-11-12,38594.3539,394.7
2021-11-15,38621.0675,394.61
2021-11-16,39257.7681,397.42
2021-11-17,39287.5338,397.63
2021-11-18,40255.9854,401.75
2021-11-19,40749.3176,403.99
2021-11-22,39727.6225,399.3
2021-11-23,39315.7357,397.48
2021-11-24,39689.6596,398.76
2021-11-26,38173.3892,391.2
2021-11-29,39833.276,399.69
2021-11-30,38582.6105,393.82
2021-12-01,37579.9576,387.12
2021-12-02,38180.0309,389.91
2021-12-03,37202.1294,383.13
2021-12-06,37852.3169,386.2
2021-12-07,40177.5196,397.83
2021-12-08,40409.4377,399.61
2021-12-09,39596.3294,393.73
2021-12-10,40263.6589,398.01
2021-12-13,39357.1122,392.26
2021-12-14,38998.6458,388.2
2021-12-15,40786.894,397.05
2021-12-16,38886.0623,386.84
2021-12-17,38743.8853,384.91
2021-12-20,38669.8204,380.69
2021-12-21,40809.1526,389.21
2021-12-22,41483.1133,393.95
2021-12-23,41897.9213,396.92
2021-12-27,42828.5909,403.48
2021-12-28,42777.8728,401.61
2021-12-29,42920.2831,401.55
2021-12-30,42729.854,400.35
2021-12-31,42544.952,397.85
2022-01-03,43380.7949,401.68
2022-01-04,43001.9514,396.47
2022-01-05,41526.9433,384.29
2022-01-06,41771.8277,384.02
2022-01-07,40863.376,379.86
2022-01-10,41377.1486,380.11
2022-01-11,42572.7507,385.82
2022-01-12,42984.7435,387.35
2022-01-13,42015.2322,377.66
2022-01-14,42786.9521,380.01
2022-01-18,41128.4111,370.55
2022-01-19,40400.9831,366.48
2022-01-20,39426.5089,361.72
2022-01-21,38557.1141,351.69
2022-01-24,39154.2582,353.3
2022-01-25,38140.1562,345.11
2022-01-26,38337.8954,344.57
2022-01-27,37296.7117,341.1
2022-01-28,38351.4608,351.8
2022-01-31,39534.4245,363.05
2022-02-01,39941.4497,365.52
2022-02-02,40356.0003,368.49
2022-02-03,38741.5688,353.55
2022-02-04,39293.1416,358.01
2022-02-07,39257.2905,355.13
2022-02-08,39812.4781,359.12
2022-02-09,40777.0137,366.73
2022-02-10,39876.9689,358.43
2022-02-11,38341.9623,347.06
2022-02-14,38665.7373,347.49
2022-02-15,39875.1454,356.13
2022-02-16,40084.8156,356.04
2022-02-17,38705.058,345.45
2022-02-18,38308.2929,341.51
2022-02-22,38363.158,338.08
2022-02-23,37496.2851,329.42
2022-02-24,39191.1707,340.49
2022-02-25,40006.0424,345.77
2022-02-28,40288.2127,346.8
2022-03-01,39732.9105,341.49
2022-03-02,40628.4131,347.22
2022-03-03,40107.281,342.26
2022-03-04,39528.9614,337.3
2022-03-07,37177.3618,324.86
2022-03-08,37657.0332,323.35
2022-03-09,39993.7132,334.99
2022-03-10,39703.1206,331.27
2022-03-11,39038.6698,324.4
2022-03-14,38520.3431,318.17
2022-03-15,39681.0129,328.15
2022-03-16,40933.3251,340.32
2022-03-17,41491.9241,344.44
2022-03-18,42493.374,351.49
2022-03-21,42543.751,350.08
2022-03-22,43355.2983,356.96
2022-03-23,42668.1728,351.83
2022-03-24,43859.6526,359.65
2022-03-25,43880.2645,359.35
2022-03-28,44691.0929,364.91
2022-03-29,45653.8585,371.19
2022-03-30,45039.5977,367.09
2022-03-31,44443.803,362.54
2022-04-01,44272.9317,361.85
2022-04-04,45661.3531,369.3
2022-04-05,44208.4629,361.1
2022-04-06,43111.2073,353.26
2022-04-07,43373.1649,354.1
2022-04-08,42255.9134,349.15
2022-04-11,40719.1297,340.89
2022-04-12,40732.7563,339.45
2022-04-13,41776.4542,346.35
2022-04-14,40683.3606,338.43
2022-04-18,41209.4578,338.69
2022-04-19,42071.4687,346.26
2022-04-20,41724.3324,341.21
2022-04-21,40811.4047,334.15
2022-04-22,40412.2873,325.4
2022-04-25,40815.9521,329.58
2022-04-26,39941.9185,317.14
2022-04-27,39996.8387,316.76
2022-04-28,40130.9636,328.01
2022-04-29,39899.3429,313.25
